Consignee_Name,Location,LinkedIn URL,LinkedIn Connected People,Company Website,Phone Numbers,Email
Yashadi Enteprises Pte Ltd, Singapore,,"https://www.trademo.com/companies/yashadi-enteprises-pte-ltd/44929970, https://www.tradeatlas.com/en/firms/yashadi-enteprises-pte-ltd/a9b4c4b7eeeb63d1, https://www.sgpbusiness.com/company/Yashadi-Enterprises-Pte-Ltd, https://www.researchgate.net/publication/378402498_Conceptualization_of_International_Competence_of_Intercultural_and_Cross-cultural_Communication_Study_at_the_Silk_Road_International_University_of_Tourism_and_Cultural_Heritage, https://archive.org/stream/dli.ministry.18263/E06775_Ottoman_Turkish_Conversation_Grammer_djvu.txt, https://archive.org/stream/in.ernet.dli.2015.471599/2015.471599.Ottoman-turkish-Conversation_djvu.txt, http://modernscience.uz/media/media/archives/11.2023-Modern_Science_Research_2.pdf, https://uniwork.buxdu.uz/resurs/12891_1_17E7E42A24E350AEE13A4D75211D78767D1C10F2.pdf, https://oriens.uz/media/journals/ORIENS_Volume_2__ISSUE_10_compressed.pdf",https://www.scam.sg/companies/202231079n/yashadi-enterprises-pte-ltd,"200704030, (202231079, 202242999, 202231378, 202008218, 202407981, 202231079",
Auklet Traders Ltd, New Zealand,https://nz.linkedin.com/company/ecly-limited,"https://www.facebook.com/auklettraders/, https://www.tradeatlas.com/en/firms/auklet-traders-ltd/01cbc7121f29981b, https://m.facebook.com/story.php/?story_fbid=955469238206092&id=246551575764532, https://www.volza.com/company-profile/auklet-traders-limited-19282013, https://www.trademo.com/companies/auklet-traders-ltd/41411371, https://www.eximpedia.app/companies/auklet-traders-limited/95293726, https://www.boem.gov/oil-gas-energy/environmental-evaluation, https://m.facebook.com/auklettraders/photos/%E0%B4%AE%E0%B5%80%E0%B5%BB%E0%B4%95%E0%B4%B1%E0%B4%BF%E0%B4%AF%E0%B4%BF%E0%B4%B2%E0%B5%86-%E0%B4%AA%E0%B4%BE%E0%B4%B0%E0%B4%AE%E0%B5%8D%E0%B4%AA%E0%B4%B0%E0%B5%8D%E0%B4%AF-%E0%B4%B0%E0%B5%81%E0%B4%9A%E0%B4%BF-%F0%9D%95%8B%F0%9D%95%92%F0%9D%95%A4%F0%9D%95%A5%F0%9D%95%AA-%E2%84%95%F0%9D%95%9A%F0%9D%95%93%F0%9D%95%93%F0%9D%95%9D%F0%9D%95%96%F0%9D%95%A4%E2%84%9D%F0%9D%95%96%F0%9D%95%92%F0%9D%95%95%F0%9D%95%AA-%F0%9D%95%8B%F0%9D%95%A0-%F0%9D%94%BC%F0%9D%95%92%F0%9D%95%A5-%F0%9D%95%82%F0%9D%95%96%F0%9D%95%A3%F0%9D%95%92%F0%9D%95%9D%F0%9D%95%92-%F0%9D%94%BD%F0%9D%95%9A%F0%9D%95%A4%F0%9D%95%99-%E2%84%82%F0%9D%95%A6%F0%9D%95%A3%F0%9D%95%A3%F0%9D%95%AA%F0%9D%91%BB%F0%9D%92%82%F0%9D%92%94%F0%9D%92%95%F0%9D%92%9A-%F0%9D%91%B5%F0%9D%92%8A%F0%9D%92%83%F0%9D%92%83%F0%9D%92%8D/1030367422469184/, https://www.pugetsoundinstitute.org/wp-content/uploads/2011/12/ProceedingsMarineEnvSymp1994.pdf, https://darrp.noaa.gov/sites/default/files/case-documents/CB_Final_DARP_revised_2-28-12.pdf",https://nz.linkedin.com/company/auklet-traders-ltd,,
HJ Heinz Supply Chain Europe, United Kingdom,https://eg.linkedin.com/company/ic-halal?trk=ppro_cprof,"https://www.dnb.com/business-directory/company-profiles.hj_heinz_supply_chain_europe_bv.995800ed5ce9d46ec4aeef602f507aaf.html, https://www.eximpedia.app/companies/h-j-heinz-supply-chain-europe-bv/75514873, https://www.eximpedia.app/companies/h-j-heinz-supply-chain-europe-bv/20157091, https://diversityglobal.com/web/Article?id=Heinz-Company-Announces-New-Senior-Leadership-Team-1502&type=highlights, https://www.sec.gov/Archives/edgar/data/46640/000095015206005424/l21045adefa14a.htm, https://tradedata.pro/trade-database-demo/united-kingdom/import-data/company/h-j-heinz-supply-chain-europe-b-v/, https://uk.linkedin.com/in/david-moran-8189a515, https://www.sec.gov/Archives/edgar/data/46640/000095015206005799/l21249adefa14a.htm, https://www.sec.gov/Archives/edgar/data/46640/000095015206005973/l21450adefa14a.htm, https://www.sec.gov/Archives/edgar/data/46640/000095015206001516/j1769501e10vq.htm",https://www.lobbyfacts.eu/datacard/the-kraft-heinz-company?rid=010822218390-62,"2023
2024
2025, 2015
2016
2017
2018, 010822218390, 2019
2020
2021
2022",
PRIVATE ENTERPRISE SPS, Ukraine,https://uk.linkedin.com/company/sets-space?trk=ppro_cprof,"https://ua.linkedin.com/in/taras-dobrovolsky-4451ba45, https://www.tradeatlas.com/en/firms/private-enterprise-i-i-i-spsi-i-i/67f5011b6d22f12b, https://ua.linkedin.com/in/viktoria-bobak-0bb807bb, https://www.navsea.navy.mil/Portals/103/Documents/SUPSHIP/SOM/SOM2008-Rev3-1Dec23.pdf, https://www.sps.nyu.edu/content/dam/sps/communications/World_Woman_Foundation_Davos_Research_Report.pdf, https://www.acquisition.gov/afars/appendix-ee-table-contents, https://www.swg.usace.army.mil/Portals/26/Outreach/1530-Kay%20Riplinger-Baltz-Acronyms%20Commonly%20Used%20in%20USACE%20and%20Galveston%20District.pdf?ver=Q0L1f6cW15-Dp2irSIXgbA%3D%3D, https://sps.columbia.edu/sites/default/files/2020-11/Starting%20a%20Mission-based%20Organization%20final.pdf, https://www.dhs.gov/sites/default/files/publications/privacy-pia-dhs-all-044-a-spsrfi-march2017.pdf, https://2021-2025.state.gov/imposing-measures-in-response-to-navalnys-death-and-two-years-of-russias-full-scale-war-against-ukraine/",https://www.globalwood.org/company/mgodetail.asp?mid=56126&cid=,+380672409577,
Aly Export Pty Ltd, Australia,https://au.linkedin.com/company/meat-export-australia-pty-ltd,"https://uk.linkedin.com/in/ali-hurley-4b115b1ab?trk=public_profile_samename-profile, https://www.trademo.com/companies/aly-export-pty-ltd/44929321, https://www.health.gov.au/sites/default/files/2023-02/foi-4049-and-4062-release-document-the-review-of-covid-19-vaccine-and-treatment-purchasing-and-procurement.pdf, https://ro.scribd.com/document/269277185/Sasy-n-Savy-Pty-Ltd-Business, https://www.accc.gov.au/public-registers/browse-public-registers?search=&f%25=&f%5B0%5D=type%3Aacccgov_authorisation&f%5B1%5D=type%3Aacccgov_undertaking&page=38, https://www.industry.gov.au/sites/default/files/adc/public-record/021_-_atm_submission_duty_drawback.pdf, https://home.treasury.gov/news/press-releases/jy1422, https://au.linkedin.com/in/ali-farid-a3134954, https://www.aigroup.com.au/",https://www.exportfinance.gov.au/,1800 093 724,info@exportfinance.gov.au
Bains Wholesale Foods Ltd, Canada,https://ca.linkedin.com/company/zara-baladi-food-products,"https://www.dnb.com/business-directory/company-profiles.bains_wholesale_foods_ltd.09b75b54a4cb27f9e9676feb3e6a8ee1.html, https://panjiva.com/Bains-Wholesale-Foods/36204911, https://www.seair.co.in/us-importers/bains-wholesale-food-ltd.aspx, https://uk.linkedin.com/in/ranjeet-bains-4332a3177, https://www.volza.com/company-profile/bains-wholesale-foods-ltd-68968310/, https://ca.linkedin.com/in/david-sculthorpe-b488747, https://www.importinfo.com/bains-wholesale-foods-ltd, https://ca.linkedin.com/in/karen-flavelle-03621566, https://www.cdc.gov/vessel-sanitation/media/files/vsp_operations_manual_2018-508.pdf, https://ca.linkedin.com/in/mandeep-bains-baa181145",https://www.rclfoods.ca/contact,"905-482-3048, 905-761-7995","Sales@rclfoods.caCopyright, Sales@rclfoods.ca, FoodsCAll905-482-3048EmailSales@rclfoods.caLocation1057"
Lebanese Fruit Co LLC LIFCO, United Arab Emirates,https://www.linkedin.com/company/lifco,"https://www.lifco-group.com/about-us/, https://www.linkedin.com/company/lifco, https://www.lifco-international.com/, https://www.dnb.com/business-directory/company-profiles.lebanese_fruits_co_(llc).c9943067bf03849d5481117fd40a4cce.html, https://www.lifco-international.com/global-operations, https://www.lifco-group.com/, https://hr.linkedin.com/company/lifco?trk=public_profile_experience-item_result-card_image-click, https://www.lifcolb.com/about-us, https://qc.moiat.gov.ae/-/media/site/moiat/open-data-document-library/2022/january/active-il-by-emirate.ashx, https://qc.moiat.gov.ae/-/media/site/moiat/open-data-document-library/2021/october/il/active-il-by-emirate.ashx",https://www.lifco-group.com/about-us/,+971 6 533 5635,"info@lifco.com, 5635E-mailinfo@lifco.com"
TIMES INTERNATIONAL PTY LTD, Australia,https://www.linkedin.com/company/prophecy-international-pty-ltd,"https://au.linkedin.com/in/saji-saimon-846455240, https://www.gilead.com/, https://au.linkedin.com/in/jayan-balakumar-b81b935, https://casetext.com/case/teras-cargo-transp-america-llc-v-cal-dive-intl-australia-pty-ltd, https://www.anglogoldashanti.com/, https://www.finance.gov.au/government/procurement/commonwealth-procurement-rules, https://www.bp.com/, https://www8.austlii.edu.au/au/other/FWCAgmt/2016/8064.pdf, https://storagesolutiondocsprod.blob.core.windows.net/register-documents-ea/EPSX01972314.pdf, https://au.linkedin.com/in/bob-shepard-757b3955",https://www.linkedin.com/company/times-international-pty-ltd,(0) 407 288 464,
Ogab Hamoud Al Malek Trading Co WLL, Kuwait,,"https://kw.linkedin.com/in/kappies-george-8273a341, https://www.tradeatlas.com/en/firms/ogab-hamoud-al-malek-trading-co-w-l-l/9a7783ea01048e79, https://kw.linkedin.com/in/qaeid-joher-lokhandwala-b184759, https://kw.linkedin.com/in/kappies-george-68301042, https://www.volza.com/company-profile/ogab-hamoud-al-malek-trading-co-w-19296113/, https://kw.linkedin.com/in/mohammed-ratlamwala-011a80104, https://kw.linkedin.com/in/deviprasad-shetty-73604088, https://www.scribd.com/document/822722614/Copy-of-25-exp-jan-24, https://www.trademo.com/kuwait/buyers/ball/3",http://ogab-hamoud-al-malek-tr.kuwaitbd.com/contact_us,+96524332182,
Asian Traders Ltd, United Kingdom,https://uk.linkedin.com/company/forex4money-com,"https://uk.linkedin.com/in/chetan-thakkar-17556235, https://uk.linkedin.com/in/hetal-thakkar-52676217, https://www.dnb.com/business-directory/company-profiles.asian_traders_limited.442889a4448395eafa0aed6e3334e38d.html, https://freshdi.com/supplier/ASIAN-TRADERS-LTD, https://rocketreach.co/chetan-thakkar-email_111561362, https://www.tradeatlas.com/en/firms/m-s-asian-traders-limited/a1f38b510268da05, https://www.sabic.com/en, https://en.cicc.com/, https://www.icgam.com/, https://www.federalregister.gov/documents/2024/11/01/2024-25411/additions-and-revisions-of-entities-to-the-entity-list",https://freshdi.com/supplier/asian-traders-ltd,,
SUNDINE PRODUCE INC, Canada,https://ca.linkedin.com/company/sundine-produce,"https://ca.linkedin.com/company/indicate-immigration-consultancy-inc, https://ca.linkedin.com/in/danvaraday, https://ca.linkedin.com/in/sreedhar-mundluru-537568168, https://www.dnb.com/business-directory/company-profiles.sundine_produce_inc.628bffaa68ffb8d2bcf23e75a62b329a.html, https://ca.linkedin.com/in/gunasekaran-thangavel-260448198, https://ca.linkedin.com/company/sundine-produce, http://www.eximpedia.app/companies/sundine-produce-inc/96733148, https://www.zoominfo.com/c/sundine-produce-inc/409754853, https://www.zoominfo.com/p/Dan-Varaday/1931766225, https://www.zoominfo.com/pic/sundine-produce-inc/409754853, https://ised-isde.canada.ca/site/canadian-importers-database/sites/default/files/attachments/MajorImportersbyHS62014.csv",https://sundineproduce.com/contact/,,sundine@sundineproduce.com
Saraya Distribution L L C, Oman,https://www.linkedin.com/company/muscat-investment-markets,"https://om.linkedin.com/in/mohammed-al-hajry-48181126, https://om.linkedin.com/in/shahzad-aqib-83966019a, https://www.linkedin.com/company/saraya-development-group, https://www.tradeatlas.com/en/firms/saraya-distribution-llc/c7cbddd276c8a113, https://om.linkedin.com/in/faisal-hamza-3a67392b0, https://www.edcutah.org/news/news-main?df7176c3_page=7, https://ofac.treasury.gov/recent-actions/20250328, https://www.trademo.com/companies/m-s-saraya-distribution-limited-liability-company/40666439, https://ae.linkedin.com/in/waelsaad-procurementmanager-cips, https://www.ihcuae.com/photo/plugin/files/2024/1709032173_1.pdf",https://www.sarayaoman.com/,"+968 9599 9272, +968 9757 5579","info@sarayaoman.com, sales@sarayaoman.com"
Contil Canada Ltd, Canada,https://ca.linkedin.com/company/contil-canada-ltd,"https://ca.linkedin.com/company/interspan-canada-inc, https://ca.linkedin.com/company/contil-canada-ltd, https://ca.linkedin.com/in/stevenprisco, https://dodprocurementtoolbox.com/cms/sites/default/files/resources/2021-07/JCP%20Information%20July2021%20%281%29%20%282%29.pdf, https://ca.linkedin.com/in/robertsontom, https://competition-bureau.canada.ca/en/how-we-foster-competition/education-and-outreach/abuse-dominance-enforcement-guidelines, https://laws-lois.justice.gc.ca/eng/acts/I-3.3/section-256.html, https://www.cga.ct.gov/PS94/rpt/olr/htm/94-R-0838.htm, https://www.canada.ca/en/environment-climate-change/services/managing-pollution/evaluating-new-substances/chemicals-polymers/guidance.html, https://www.canada.ca/en/environment-climate-change/services/evaluating-existing-substances/updated-draft-state-per-polyfluoroalkyl-substances-report.html, https://www.metso.com/",https://contilgroup.com/contact,"390007 0265-2342, 905-487-7708, +1 647-297-1664, 647-297-1664, 0265-2342680, 2350863, 1) 647-297-1664","office@contilgroup.com, info@contilgroup.com, accounts@contilgroup.com, purchase@contilgroup.com, sales@contilgroup.com, investor@contilgroup.com"
River Side Burgeon Inc, Canada,https://ca.linkedin.com/company/riverside-burgeon-inc,"https://www.riversideburgeon.com/about.html, https://ca.linkedin.com/company/riverside-burgeon-inc, https://cn.linkedin.com/company/riverside-burgeon-inc/, https://www.mapquest.com/ca/ontario/riverside-burgeon-inc-429565786, https://www.tradeatlas.com/en/firms/river-side-burgeon-inc/a2d7d03f3bb9e524, https://www.trademo.com/companies/river-side-burgeon/30069595, https://www.eximpedia.app/companies/riverside-burgeon-inc/85541597, https://ca.linkedin.com/in/prince-chacko-b5849016, https://www.onepercentfortheplanet.org/global-summit-speakers/dune-lankard, https://legal.thomsonreuters.com/content/dam/ewp-m/documents/canada-store/en/pdf/other/thomson-reuters-academic-catalogue-2024-2025-reformatted.pdf",https://www.riversideburgeon.com/contact.html,,info@riversideburgeon.com
M s MFB FOODS WLL, Bahrain,https://www.linkedin.com/company/mfbwll,"https://freshdi.com/supplier/MFB-FOODS-WLL, https://bh.linkedin.com/in/soji-george-5443a922, https://www.volza.com/company-profile/ms-mfb-foods-wll-cr-70236169/, https://www.linkedin.com/company/mfbwll, https://dhs.maryland.gov/documents/TEFAP/Updated-TEFAP-State-Plan-Final-Copy-2025.pdf, https://www.tradeatlas.com/en/firms/m-f-b-foods-wll/37be65d3638131a9, https://www.thesimplygoodfoodscompany.com/static-files/878462dd-3f8a-4e4b-969b-6e8ee3d27f52, https://www.thesimplygoodfoodscompany.com/static-files/5c1cd7b2-4f5b-4932-97a2-b35f9ab70f62, https://www.trademo.com/companies/ms-mfb-foods-wll/44931870, https://www.enidine.com/getmedia/a7869d50-7e11-41ab-80f5-7d788e925ec7/A4_Shock_Catalog_EN.pdf",https://msglobalfood.com/contact-us/,"4855307, 33940303","info@msglobalfood.com, logistic@msglobalfood.com, commercial@msglobalfood.com"
Sabrini Foods Pty Ltd, Australia,https://au.linkedin.com/company/sabrini-foods,"https://au.linkedin.com/in/uvaraja-h-29804521, https://au.linkedin.com/company/sabrini-foods, https://www.sabrinifoods.com/about-us/, https://au.linkedin.com/in/eric-acquah-hagan-1a0100ab, https://www.sabrinifoods.com/terms-and-conditions/, https://www.zoominfo.com/c/sabrini-foods-pty-ltd/556091541, https://www.sabrinifoods.com/blog/, https://au.linkedin.com/in/rajendra-sanam-08305471, https://www.zoominfo.com/pic/sabrini-foods-pty-ltd/556091541, https://au.linkedin.com/in/saverimuthu-jeyaseelan-72a038247",https://www.sabrinifoods.com/,"1800 722 436, 02 9756 6666, 02 9756 2366, 03 9767 6666, 03 9767 6677",
Marufa Enterprise, Bangladesh,https://bd.linkedin.com/company/bangladesh-institute-of-international-and-strategic-studies-biiss-,"https://bd.linkedin.com/in/legalbookkeepermarufa, https://www.tradeatlas.com/en/firms/marufa-enterprise/3b03416535f3b17b, https://bd.linkedin.com/in/marufahossain, https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0148211, https://bd.linkedin.com/in/marufa-rahman-a245bba2, https://www.bwdb.gov.bd/en/notice, https://bd.linkedin.com/in/marufa-afrin-3938b41b3, https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0181706, https://be.linkedin.com/in/marufa-sultana-a550191b, https://bd.linkedin.com/in/marufa-jannat-b26478256",https://www.linkedin.com/in/marufa-khanom-952885159,,
SHARAFIYA TRADING FOR FOOD STUFF L, Saudi Arabia,,"https://sharafiyafmcgtrading.com/, https://sharafiyafmcgtrading.com/contact, https://in.linkedin.com/in/nabeel-mohammed-74896b87, https://sa.linkedin.com/in/suhail-abdul-salam-45523822, https://ia801309.us.archive.org/18/items/burlingtonmagazi38londuoft/burlingtonmagazi38londuoft.pdf, https://hal.science/tel-02278430/file/Khalidi-PhD-12-2005-FINAL.pdf, https://archive.org/stream/burlingtonmagazi38londuoft/burlingtonmagazi38londuoft_djvu.txt, https://saarj.com/wp-content/uploads/ACADEMICIA-APRIL-2020-FULL-JOURNAL.pdf",https://sharafiyafmcgtrading.com/contact,"+966 555803125, 012 6354855, 310495913600003, 4030371716","director@sharafiyafmcgtrading.com, info@sharafiyafmcgtrading.com"
Gobind Sweets, Australia,https://www.linkedin.com/company/devstringx-technologies-pvt-ltd,"https://dk.linkedin.com/company/interlight-batteries, https://au.linkedin.com/in/daljinder-gill-0172b91b2, https://www.zoominfo.com/c/gobind-sweets/412889626, https://gobind-sweets-1.wheree.com/, https://www.facebook.com/gobindsweet/videos/1047654693527963/, https://www.ndia.org/-/media/ndia-eti/reports/directed-energy-weapon-supply-chains/directedenergyweaponsreportdeeti.pdf, https://www.volza.com/company-profile/gobind-sweets-77643882/, https://uk.linkedin.com/in/akshay-govind-patel-90372a175, https://www.eximpedia.app/companies/gobind-sweets/54565581, https://www.christianitytoday.com/2023/01/lohri-sin-sesame-sikh-punjab-christians-winter-festival/, https://www.iist.ac.in/sites/default/files/tender/tender_info.pdf",https://www.facebook.com/gobindsweet/,,
Mala Impex Pty Ltd, Australia,,"https://www.malaimpex.com/, https://au.linkedin.com/in/ravi-srinivasan-509066183, https://www.volza.com/company-profile/mala-impex-pty-ltd-46265328/, https://www.tradeatlas.com/en/firms/mala-impex-pty-ltd/b5327569079fd1b4, https://au.linkedin.com/in/kiran-sampathkumar-4832a0168, https://in.linkedin.com/in/rajnish-behl-3a499b12, https://sg.linkedin.com/in/serene-lim-22520423, https://www.elitigation.sg/gd/s/2025_SGHCI_1, http://www.lgchem.com/, https://www.ipos.gov.sg/docs/default-source/resources-library/hearings-and-mediation/legal-decisions/2018/united-u-li-projects-v-tan-buck-hai-2018-sgipos-19.pdf?sfvrsn=bdbd7959_0",https://www.manta.com/ic/mxwzrj3/au/mala-impex-pty-ltd,,
Heritage Food Mart WLL, Qatar,,"https://qa.linkedin.com/in/shabeerali-babu-parampatt-9629a7162, https://qa.linkedin.com/in/abdul-shukoor-469a45254, https://labor.mo.gov/des/employers/reportable, https://www.worldwildlife.org/about/history, https://www.gocivilairpatrol.com/programs/cadets/activities/to-serve-cadets--civil-air-patrol-food-services, https://www.heritagefoods.in/corporate/corporate_team, https://static.e-publishing.af.mil/production/1/saf_aq/publication/dafi64-117/dafi64-117.pdf, https://www.eeoc.gov/laws/guidance/section-12-religious-discrimination, https://www.af.mil/Portals/1/documents/2023SAF/PolicyUpdates/dafman36-2903.pdf, https://qa.linkedin.com/in/rufshid-shaheem-b72a43201",https://www.facebook.com/heritagefoodmart/,,

